ruid,rid,start_date,end_date
784.0,283.0,12/1/2023,12/5/2023
785.0,8.0,1/7/2021,1/21/2021
786.0,405.0,8/4/2021,8/17/2021
787.0,74.0,3/27/2023,4/7/2023
788.0,332.0,1/11/2019,1/16/2019
789.0,149.0,4/4/2021,4/13/2021
790.0,76.0,5/24/2021,6/4/2021
791.0,112.0,3/19/2022,3/24/2022
792.0,382.0,10/29/2022,11/7/2022
794.0,388.0,2/20/2023,2/23/2023
795.0,181.0,10/30/2023,11/5/2023
796.0,121.0,12/8/2021,12/16/2021
797.0,248.0,7/8/2023,7/15/2023
798.0,14.0,5/28/2019,6/9/2019
799.0,141.0,10/26/2019,10/29/2019
801.0,30.0,12/21/2019,1/4/2020
803.0,122.0,8/18/2019,8/31/2019
804.0,29.0,4/8/2020,4/20/2020
805.0,170.0,6/1/2019,6/11/2019
806.0,147.0,6/26/2023,7/3/2023
809.0,253.0,3/13/2021,3/18/2021
810.0,276.0,4/13/2023,4/21/2023
811.0,230.0,5/30/2023,6/9/2023
812.0,21.0,6/25/2019,7/2/2019
813.0,39.0,12/11/2022,12/18/2022
815.0,118.0,7/24/2023,8/7/2023
816.0,379.0,8/25/2020,9/1/2020
817.0,372.0,12/5/2023,12/11/2023
818.0,26.0,11/27/2022,12/11/2022
819.0,138.0,2/16/2019,2/26/2019
820.0,442.0,12/23/2019,1/5/2020
821.0,4.0,9/11/2020,9/18/2020
822.0,440.0,7/29/2020,8/10/2020
823.0,290.0,6/12/2022,6/16/2022
824.0,418.0,1/2/2020,1/13/2020
825.0,431.0,5/18/2021,5/25/2021
826.0,365.0,8/27/2021,9/1/2021
827.0,380.0,10/12/2021,10/18/2021
828.0,54.0,6/11/2019,6/23/2019
829.0,189.0,2/20/2019,2/23/2019
830.0,75.0,6/3/2019,6/14/2019
831.0,200.0,6/15/2022,6/24/2022
833.0,214.0,2/2/2019,2/7/2019
834.0,366.0,9/13/2022,9/19/2022
835.0,262.0,2/27/2021,3/6/2021
836.0,42.0,8/30/2020,9/10/2020
837.0,303.0,12/21/2019,1/4/2020
838.0,358.0,7/16/2020,7/28/2020
839.0,192.0,6/16/2023,6/22/2023
841.0,275.0,12/13/2023,12/23/2023
842.0,425.0,3/24/2019,4/3/2019
843.0,104.0,9/30/2023,10/12/2023
844.0,138.0,10/15/2021,10/28/2021
845.0,239.0,5/25/2023,6/1/2023
846.0,434.0,2/17/2022,2/22/2022
847.0,305.0,12/27/2019,1/10/2020
848.0,312.0,9/17/2021,9/29/2021
849.0,23.0,8/10/2019,8/22/2019
850.0,408.0,7/10/2020,7/23/2020
851.0,342.0,6/29/2021,7/10/2021
853.0,34.0,10/29/2022,11/8/2022
854.0,55.0,7/15/2023,7/18/2023
856.0,310.0,2/20/2020,3/2/2020
857.0,445.0,4/5/2021,4/10/2021
859.0,268.0,7/21/2022,7/24/2022
860.0,132.0,1/24/2021,2/3/2021
861.0,336.0,1/19/2020,2/1/2020
862.0,318.0,7/28/2020,8/2/2020
863.0,92.0,9/21/2022,10/4/2022
864.0,290.0,5/4/2023,5/16/2023
865.0,288.0,9/7/2023,9/13/2023
866.0,196.0,9/17/2019,9/26/2019
867.0,81.0,2/5/2024,2/16/2024
868.0,401.0,6/19/2020,7/3/2020
869.0,276.0,12/18/2021,12/23/2021
871.0,349.0,7/17/2021,7/27/2021
873.0,207.0,10/22/2021,10/26/2021
875.0,54.0,9/15/2021,9/19/2021
876.0,247.0,5/22/2019,5/25/2019
877.0,214.0,4/14/2019,4/24/2019
879.0,257.0,10/11/2023,10/19/2023
880.0,83.0,5/26/2019,6/4/2019
881.0,82.0,11/24/2022,12/7/2022
882.0,55.0,3/29/2022,4/1/2022
883.0,415.0,2/1/2022,2/9/2022
884.0,179.0,5/30/2021,6/12/2021
885.0,267.0,7/6/2020,7/12/2020
886.0,192.0,9/4/2020,9/9/2020
887.0,368.0,5/11/2023,5/25/2023
888.0,416.0,10/5/2022,10/11/2022
889.0,325.0,6/10/2021,6/13/2021
890.0,81.0,2/6/2019,2/9/2019
891.0,280.0,6/19/2020,7/3/2020
894.0,224.0,5/4/2021,5/18/2021
895.0,77.0,12/18/2021,12/23/2021
896.0,39.0,4/7/2023,4/13/2023
897.0,67.0,2/10/2023,2/19/2023
898.0,14.0,7/12/2020,7/23/2020
899.0,206.0,5/3/2022,5/17/2022
900.0,433.0,6/7/2019,6/13/2019
901.0,402.0,6/27/2022,7/7/2022
902.0,56.0,6/26/2019,7/8/2019
903.0,1.0,8/13/2019,8/26/2019
904.0,433.0,4/14/2019,4/24/2019
905.0,359.0,9/27/2021,10/10/2021
906.0,147.0,7/29/2019,8/3/2019
907.0,104.0,5/13/2023,5/19/2023
908.0,365.0,2/18/2022,2/21/2022
909.0,329.0,9/3/2019,9/9/2019
910.0,241.0,7/11/2021,7/22/2021
911.0,308.0,3/14/2021,3/25/2021
912.0,258.0,3/14/2019,3/27/2019
913.0,1.0,2/22/2020,3/7/2020
914.0,22.0,2/9/2019,2/14/2019
915.0,269.0,5/16/2019,5/30/2019
916.0,69.0,8/12/2021,8/19/2021
917.0,90.0,4/8/2020,4/20/2020
918.0,64.0,3/13/2021,3/17/2021
919.0,78.0,5/10/2019,5/24/2019
920.0,68.0,5/4/2022,5/12/2022
923.0,73.0,2/14/2019,2/26/2019
924.0,346.0,7/31/2019,8/8/2019
925.0,76.0,6/1/2023,6/5/2023
926.0,351.0,10/12/2020,10/16/2020
927.0,312.0,6/7/2022,6/20/2022
928.0,44.0,11/25/2020,12/9/2020
929.0,157.0,12/26/2022,1/7/2023
930.0,356.0,12/17/2023,12/25/2023
931.0,129.0,4/4/2020,4/12/2020
932.0,31.0,1/1/2022,1/11/2022
933.0,229.0,1/30/2022,2/3/2022
934.0,255.0,7/31/2020,8/3/2020
935.0,245.0,11/21/2022,11/24/2022
936.0,342.0,12/20/2022,12/27/2022
937.0,372.0,9/5/2022,9/12/2022
938.0,68.0,11/27/2022,12/11/2022
939.0,431.0,9/6/2023,9/17/2023
940.0,47.0,11/30/2020,12/9/2020
941.0,9.0,1/22/2021,1/28/2021
942.0,63.0,6/13/2019,6/26/2019
943.0,140.0,11/20/2020,12/4/2020
944.0,217.0,9/11/2021,9/24/2021
945.0,64.0,8/25/2021,8/28/2021
946.0,119.0,12/16/2023,12/20/2023
947.0,361.0,6/21/2021,6/25/2021
948.0,443.0,1/30/2024,2/11/2024
949.0,190.0,12/27/2021,1/3/2022
950.0,400.0,1/7/2021,1/21/2021
951.0,88.0,3/30/2019,4/10/2019
952.0,203.0,6/27/2022,7/7/2022
953.0,244.0,1/14/2023,1/26/2023
954.0,251.0,9/16/2023,9/21/2023
955.0,294.0,6/18/2020,7/2/2020
956.0,107.0,3/27/2021,4/8/2021
957.0,5.0,2/3/2024,2/15/2024
958.0,211.0,6/3/2021,6/17/2021
960.0,404.0,12/9/2022,12/20/2022
961.0,323.0,9/17/2023,9/20/2023
962.0,227.0,11/27/2021,12/11/2021
963.0,207.0,8/12/2022,8/23/2022
964.0,66.0,10/4/2020,10/8/2020
965.0,405.0,12/3/2022,12/12/2022
966.0,422.0,7/5/2020,7/9/2020
967.0,285.0,1/7/2021,1/12/2021
968.0,171.0,4/3/2022,4/13/2022
969.0,124.0,9/4/2023,9/18/2023
970.0,326.0,9/16/2021,9/26/2021
971.0,206.0,1/20/2022,1/28/2022
972.0,62.0,10/1/2019,10/9/2019
973.0,314.0,8/11/2022,8/18/2022
974.0,43.0,4/22/2021,5/5/2021
975.0,441.0,3/11/2021,3/23/2021
977.0,347.0,10/30/2019,11/12/2019
978.0,112.0,5/16/2019,5/28/2019
980.0,403.0,10/27/2022,11/9/2022
981.0,2.0,6/3/2019,6/14/2019
983.0,372.0,9/22/2021,9/28/2021
984.0,50.0,4/11/2022,4/16/2022
985.0,182.0,7/29/2020,8/10/2020
986.0,78.0,4/13/2020,4/20/2020
987.0,175.0,1/14/2020,1/24/2020
988.0,280.0,9/16/2023,9/20/2023
989.0,123.0,9/10/2021,9/13/2021
990.0,289.0,11/10/2020,11/17/2020
991.0,15.0,11/26/2022,12/1/2022
992.0,129.0,2/18/2021,2/22/2021
993.0,166.0,7/29/2020,8/10/2020
994.0,218.0,12/31/2021,1/13/2022
996.0,399.0,2/26/2022,3/5/2022
997.0,109.0,5/25/2020,6/1/2020
998.0,242.0,12/27/2019,1/10/2020
999.0,263.0,5/2/2022,5/10/2022
1000.0,330.0,5/19/2019,6/1/2019
1001.0,408.0,2/11/2023,2/22/2023
1002.0,269.0,2/4/2024,2/13/2024
1003.0,325.0,8/6/2020,8/13/2020
1005.0,270.0,7/13/2023,7/24/2023
1007.0,214.0,6/14/2021,6/27/2021
1008.0,183.0,5/12/2021,5/16/2021
1009.0,209.0,7/22/2021,7/25/2021
1010.0,33.0,6/26/2020,7/7/2020
1011.0,115.0,2/9/2020,2/15/2020
1012.0,56.0,11/27/2023,12/11/2023
1013.0,276.0,1/2/2020,1/16/2020
1014.0,410.0,10/9/2019,10/12/2019
1015.0,393.0,4/28/2020,5/3/2020
1017.0,256.0,12/21/2019,12/24/2019
1018.0,380.0,7/4/2019,7/10/2019
1019.0,248.0,2/6/2019,2/9/2019
1020.0,338.0,10/8/2022,10/16/2022
1021.0,93.0,9/3/2023,9/7/2023
1022.0,49.0,9/10/2022,9/20/2022
1023.0,112.0,1/7/2024,1/14/2024
1024.0,230.0,10/30/2021,11/11/2021
1025.0,245.0,6/16/2021,6/22/2021
1026.0,54.0,2/1/2020,2/5/2020
1027.0,271.0,5/9/2021,5/21/2021
1028.0,222.0,5/5/2021,5/17/2021
1029.0,18.0,9/25/2022,10/2/2022
1030.0,191.0,5/13/2019,5/25/2019
1032.0,136.0,4/1/2019,4/13/2019
1033.0,377.0,9/5/2021,9/14/2021
1034.0,126.0,6/9/2022,6/22/2022
1035.0,65.0,6/9/2023,6/19/2023
1036.0,184.0,11/10/2020,11/18/2020
1037.0,52.0,7/31/2019,8/8/2019
1038.0,66.0,1/5/2019,1/14/2019
1039.0,10.0,7/18/2019,7/22/2019
1040.0,437.0,12/29/2020,1/9/2021
1041.0,12.0,5/3/2020,5/12/2020
1043.0,344.0,3/29/2022,4/5/2022
1045.0,132.0,2/7/2021,2/12/2021
1047.0,160.0,3/12/2021,3/15/2021
1048.0,213.0,10/20/2023,11/2/2023
1049.0,271.0,1/3/2020,1/16/2020
1054.0,402.0,2/21/2022,3/2/2022
1055.0,158.0,1/21/2024,1/30/2024
1057.0,165.0,11/3/2020,11/15/2020
1059.0,166.0,4/1/2023,4/13/2023
1060.0,221.0,1/15/2019,1/22/2019
1061.0,340.0,2/26/2023,3/2/2023
1062.0,434.0,4/23/2022,5/3/2022
1063.0,105.0,7/8/2020,7/14/2020
1064.0,331.0,11/15/2020,11/29/2020
1065.0,241.0,7/28/2020,8/8/2020
1067.0,212.0,6/27/2022,7/7/2022
1068.0,154.0,10/29/2019,11/12/2019
1069.0,259.0,7/15/2020,7/29/2020
1070.0,104.0,8/27/2021,9/1/2021
1071.0,341.0,11/19/2020,11/23/2020
1072.0,418.0,11/11/2023,11/15/2023
1073.0,296.0,8/28/2023,9/9/2023
1075.0,413.0,10/22/2021,10/26/2021
1076.0,33.0,2/26/2023,3/12/2023
1077.0,207.0,9/3/2021,9/11/2021
1079.0,301.0,10/30/2023,11/11/2023
1080.0,15.0,6/10/2021,6/16/2021
1081.0,341.0,9/17/2023,9/20/2023
1082.0,149.0,4/17/2021,4/20/2021
1085.0,311.0,12/11/2020,12/15/2020
1086.0,403.0,2/25/2020,3/6/2020
1087.0,428.0,8/25/2020,9/1/2020
1090.0,108.0,9/24/2020,10/6/2020
1091.0,70.0,3/26/2022,4/1/2022
1092.0,245.0,3/21/2022,3/31/2022
1095.0,349.0,10/5/2019,10/16/2019
1096.0,177.0,1/3/2024,1/11/2024
1097.0,176.0,2/3/2020,2/6/2020
1098.0,168.0,6/26/2020,7/7/2020
1099.0,37.0,3/12/2021,3/15/2021
1100.0,98.0,6/9/2023,6/19/2023
1101.0,150.0,11/7/2021,11/10/2021
1102.0,265.0,4/4/2020,4/12/2020
1103.0,148.0,2/23/2023,3/5/2023
1104.0,147.0,7/22/2019,7/27/2019
1105.0,299.0,12/9/2020,12/21/2020
1106.0,450.0,1/14/2020,1/17/2020
1107.0,244.0,5/25/2019,6/7/2019
1108.0,55.0,9/6/2023,9/17/2023
1109.0,87.0,12/25/2021,1/2/2022
1110.0,340.0,3/15/2020,3/28/2020
1111.0,307.0,10/19/2020,11/1/2020
1113.0,275.0,6/21/2021,6/25/2021
1114.0,133.0,4/27/2022,5/11/2022
1115.0,371.0,3/17/2022,3/28/2022
1116.0,318.0,6/10/2021,6/16/2021
1117.0,171.0,5/23/2020,6/4/2020
1119.0,92.0,3/18/2023,3/22/2023
1120.0,356.0,11/10/2020,11/18/2020
1121.0,180.0,8/15/2021,8/23/2021
1122.0,174.0,7/1/2019,7/11/2019
1124.0,134.0,7/31/2023,8/3/2023
1125.0,431.0,3/13/2021,3/18/2021
1126.0,29.0,2/15/2019,2/23/2019
1128.0,72.0,7/5/2019,7/19/2019
1129.0,267.0,8/6/2020,8/13/2020
1130.0,447.0,6/8/2021,6/14/2021
1131.0,442.0,5/25/2022,6/5/2022
1132.0,373.0,1/19/2022,1/24/2022
1133.0,272.0,3/18/2021,3/29/2021
1135.0,309.0,2/2/2022,2/7/2022
1136.0,408.0,8/23/2022,8/28/2022
1137.0,163.0,10/26/2023,11/4/2023
1138.0,195.0,8/4/2021,8/10/2021
1139.0,377.0,10/9/2019,10/22/2019
1141.0,235.0,2/12/2022,2/18/2022
1142.0,285.0,10/12/2021,10/20/2021
1143.0,116.0,10/18/2019,10/29/2019
1144.0,324.0,8/2/2020,8/5/2020
1145.0,62.0,12/20/2022,12/27/2022
1146.0,125.0,1/29/2020,2/8/2020
1147.0,104.0,10/2/2019,10/8/2019
1148.0,287.0,5/25/2020,6/1/2020
1149.0,161.0,8/30/2021,9/8/2021
1150.0,417.0,3/26/2020,4/9/2020
1151.0,315.0,12/1/2022,12/13/2022
1152.0,121.0,7/4/2022,7/18/2022
1153.0,400.0,12/24/2019,1/1/2020
1154.0,36.0,6/8/2021,6/18/2021
1156.0,316.0,2/14/2022,2/19/2022
1157.0,365.0,8/18/2019,8/31/2019
1159.0,131.0,11/12/2023,11/26/2023
1160.0,86.0,1/30/2023,2/13/2023
1161.0,169.0,4/19/2021,4/22/2021
1164.0,361.0,2/22/2022,2/27/2022
1165.0,425.0,3/14/2020,3/24/2020
1166.0,243.0,8/8/2022,8/15/2022
1167.0,12.0,2/25/2022,3/4/2022
1168.0,368.0,7/8/2022,7/12/2022
1169.0,431.0,5/25/2022,6/5/2022
1170.0,384.0,7/4/2022,7/8/2022
1171.0,310.0,3/20/2022,4/1/2022
1172.0,154.0,8/25/2020,9/1/2020
1173.0,364.0,2/3/2019,2/16/2019
1176.0,59.0,3/19/2022,3/31/2022
1177.0,172.0,5/18/2021,6/1/2021
1178.0,153.0,6/3/2019,6/14/2019
1180.0,84.0,2/2/2019,2/9/2019
1181.0,30.0,5/31/2023,6/14/2023
1183.0,247.0,1/15/2024,1/19/2024
1185.0,66.0,7/23/2020,7/29/2020
1186.0,435.0,1/25/2023,1/30/2023
1187.0,294.0,10/9/2019,10/22/2019
1188.0,397.0,7/31/2023,8/8/2023
1189.0,5.0,11/18/2021,12/2/2021
1191.0,412.0,4/19/2022,4/28/2022
1193.0,238.0,3/13/2021,3/17/2021
1194.0,102.0,11/5/2023,11/17/2023
1195.0,316.0,10/14/2023,10/25/2023
1197.0,153.0,7/19/2020,7/29/2020
1198.0,217.0,12/25/2022,1/2/2023
1199.0,183.0,2/21/2022,3/2/2022
1200.0,143.0,7/24/2019,8/6/2019
1201.0,381.0,2/26/2023,3/11/2023
1204.0,397.0,11/19/2021,12/3/2021
1206.0,50.0,8/8/2023,8/11/2023
1207.0,310.0,5/1/2020,5/14/2020
1208.0,115.0,6/10/2020,6/17/2020
1209.0,24.0,6/6/2020,6/15/2020
1210.0,56.0,5/20/2023,5/29/2023
1211.0,229.0,8/30/2020,9/10/2020
1212.0,266.0,5/5/2023,5/9/2023
1213.0,364.0,4/17/2021,5/1/2021
1214.0,134.0,1/16/2019,1/23/2019
1215.0,372.0,2/12/2022,2/17/2022
1216.0,347.0,9/15/2019,9/25/2019
1217.0,365.0,7/20/2021,7/24/2021
1219.0,397.0,8/11/2021,8/24/2021
1220.0,259.0,4/13/2023,4/20/2023
1221.0,130.0,5/4/2022,5/18/2022
1222.0,344.0,9/5/2021,9/11/2021
1223.0,62.0,8/15/2021,8/23/2021
1224.0,241.0,8/2/2021,8/16/2021
1225.0,229.0,5/13/2019,5/25/2019
1226.0,354.0,9/9/2020,9/19/2020
1227.0,137.0,2/22/2020,3/7/2020
1229.0,134.0,3/7/2022,3/10/2022
1230.0,323.0,3/31/2020,4/3/2020
1231.0,141.0,11/29/2019,12/8/2019
1232.0,421.0,6/21/2022,6/29/2022
1233.0,12.0,11/25/2020,12/9/2020
1234.0,133.0,10/1/2019,10/6/2019
1236.0,239.0,9/21/2019,9/24/2019
1237.0,5.0,11/7/2022,11/14/2022
1238.0,117.0,1/17/2021,1/27/2021
1239.0,32.0,4/1/2021,4/6/2021
1240.0,337.0,3/29/2023,4/2/2023
1241.0,148.0,5/16/2021,5/23/2021
1242.0,97.0,8/3/2023,8/8/2023
1244.0,30.0,4/1/2021,4/6/2021
1245.0,274.0,1/3/2020,1/16/2020
1246.0,68.0,12/15/2023,12/22/2023
1247.0,30.0,3/22/2021,3/31/2021
1248.0,243.0,11/10/2020,11/17/2020
1249.0,342.0,6/13/2020,6/27/2020
1250.0,400.0,8/7/2022,8/21/2022
1251.0,147.0,4/25/2023,5/8/2023
1252.0,387.0,2/20/2020,3/2/2020
1253.0,58.0,3/10/2022,3/15/2022
1254.0,69.0,5/1/2020,5/14/2020
1255.0,56.0,2/9/2020,2/15/2020
1256.0,374.0,11/3/2021,11/6/2021
1257.0,350.0,4/22/2019,4/26/2019
1258.0,183.0,11/28/2023,12/4/2023
1259.0,184.0,9/13/2022,9/25/2022
1260.0,271.0,9/23/2021,10/7/2021
1261.0,215.0,10/20/2023,10/29/2023
1262.0,128.0,3/8/2022,3/14/2022
1263.0,6.0,2/5/2022,2/16/2022
1264.0,429.0,6/24/2021,7/7/2021
1265.0,56.0,5/12/2019,5/22/2019
1266.0,5.0,5/4/2022,5/12/2022
1267.0,153.0,1/15/2024,1/19/2024
1268.0,362.0,9/5/2022,9/12/2022
1269.0,389.0,8/17/2023,8/27/2023
1270.0,322.0,7/14/2020,7/26/2020
1271.0,343.0,11/27/2021,12/11/2021
1272.0,421.0,4/17/2019,4/24/2019
1276.0,69.0,9/17/2023,9/20/2023
1277.0,247.0,11/6/2022,11/13/2022
1278.0,387.0,8/27/2021,9/1/2021
1279.0,65.0,3/29/2022,4/5/2022
1282.0,157.0,6/30/2022,7/5/2022
1283.0,248.0,1/16/2019,1/25/2019
1284.0,402.0,6/21/2019,6/27/2019
1285.0,225.0,5/13/2021,5/27/2021
1286.0,428.0,3/23/2021,4/2/2021
1287.0,330.0,5/15/2023,5/28/2023
1288.0,87.0,1/18/2023,2/1/2023
1289.0,264.0,7/28/2023,8/2/2023
1291.0,20.0,6/20/2021,7/3/2021
1292.0,113.0,5/13/2023,5/19/2023
1294.0,11.0,2/5/2021,2/11/2021
1295.0,227.0,1/29/2023,2/1/2023
1296.0,331.0,11/8/2022,11/21/2022
1298.0,246.0,10/3/2020,10/15/2020
1300.0,358.0,4/24/2022,5/2/2022
1301.0,271.0,11/7/2021,11/19/2021
1302.0,10.0,11/4/2020,11/16/2020
1303.0,361.0,5/12/2023,5/22/2023
1304.0,330.0,9/11/2019,9/19/2019
1305.0,44.0,4/5/2022,4/8/2022
1306.0,443.0,9/17/2019,9/26/2019
1307.0,37.0,8/21/2021,9/3/2021
1310.0,212.0,10/29/2019,11/12/2019
1311.0,122.0,5/16/2021,5/30/2021
1312.0,371.0,7/2/2019,7/16/2019
1313.0,105.0,7/18/2023,7/21/2023
1315.0,350.0,3/5/2022,3/17/2022
1317.0,124.0,2/18/2022,2/21/2022
1318.0,3.0,4/27/2022,5/11/2022
1319.0,415.0,10/21/2020,10/24/2020
1321.0,316.0,3/16/2020,3/27/2020
1322.0,83.0,2/15/2021,2/26/2021
1323.0,333.0,5/4/2021,5/18/2021
1324.0,175.0,11/5/2021,11/10/2021
1325.0,343.0,11/4/2022,11/11/2022
1326.0,43.0,4/23/2020,4/28/2020
1327.0,12.0,11/14/2019,11/17/2019
1328.0,271.0,1/13/2023,1/26/2023
1330.0,80.0,2/23/2020,2/27/2020
1332.0,123.0,10/26/2019,10/29/2019
1333.0,165.0,12/6/2021,12/10/2021
1335.0,113.0,3/7/2021,3/18/2021
1336.0,14.0,12/15/2023,12/22/2023
1338.0,111.0,7/28/2020,8/8/2020
1339.0,181.0,5/31/2021,6/10/2021
1340.0,406.0,6/27/2022,7/7/2022
1341.0,320.0,9/6/2019,9/14/2019
1342.0,129.0,9/16/2023,9/20/2023
1343.0,199.0,7/10/2021,7/13/2021
1346.0,232.0,12/20/2021,1/2/2022
1347.0,435.0,11/13/2023,11/16/2023
1348.0,257.0,9/17/2019,9/26/2019
1350.0,101.0,12/31/2021,1/4/2022
1351.0,172.0,1/30/2020,2/5/2020
1352.0,136.0,12/8/2021,12/16/2021
1353.0,340.0,3/22/2021,3/31/2021
1355.0,396.0,4/7/2022,4/14/2022
1356.0,431.0,11/7/2021,11/10/2021
1357.0,273.0,10/30/2020,11/7/2020
1358.0,423.0,11/5/2021,11/10/2021
1360.0,277.0,9/10/2019,9/24/2019
1361.0,104.0,8/13/2023,8/24/2023
1362.0,45.0,3/26/2021,4/5/2021
1363.0,414.0,10/14/2023,10/28/2023
1364.0,187.0,12/24/2021,12/29/2021
1365.0,203.0,10/10/2020,10/13/2020
1366.0,403.0,9/11/2022,9/14/2022
1367.0,123.0,10/28/2019,11/7/2019
1368.0,298.0,1/19/2022,1/24/2022
1369.0,412.0,1/28/2021,2/5/2021
1371.0,408.0,6/4/2023,6/16/2023
1372.0,176.0,7/21/2022,7/24/2022
1373.0,396.0,2/4/2019,2/16/2019
1375.0,7.0,10/5/2023,10/12/2023
1376.0,324.0,1/19/2022,1/29/2022
1377.0,321.0,8/17/2023,8/22/2023
1378.0,59.0,4/27/2022,5/11/2022
1379.0,202.0,4/1/2019,4/5/2019
1380.0,195.0,7/8/2022,7/12/2022
1384.0,267.0,1/1/2024,1/4/2024
1385.0,277.0,9/17/2021,9/29/2021
1386.0,227.0,3/24/2019,4/3/2019
1387.0,424.0,2/25/2021,3/5/2021
1388.0,336.0,12/16/2020,12/29/2020
1390.0,184.0,1/15/2023,1/21/2023
1391.0,111.0,3/15/2022,3/28/2022
1392.0,124.0,6/16/2023,6/22/2023
1393.0,76.0,1/29/2024,2/12/2024
1394.0,119.0,12/26/2019,12/29/2019
1395.0,196.0,10/28/2020,11/6/2020
1396.0,63.0,5/15/2023,5/28/2023
1397.0,143.0,10/19/2019,10/24/2019
1398.0,9.0,2/13/2022,2/20/2022
1399.0,128.0,1/22/2023,2/4/2023
1402.0,360.0,5/5/2020,5/15/2020
1403.0,84.0,9/10/2022,9/20/2022
1404.0,286.0,12/1/2020,12/8/2020
1406.0,140.0,8/23/2023,9/2/2023
1409.0,383.0,6/14/2022,6/28/2022
1410.0,102.0,12/29/2020,1/5/2021
1411.0,75.0,6/3/2019,6/14/2019
1412.0,335.0,9/11/2019,9/19/2019
1414.0,427.0,2/26/2023,3/12/2023
1415.0,276.0,9/9/2020,9/14/2020
1417.0,244.0,8/13/2019,8/26/2019
1418.0,421.0,2/8/2023,2/15/2023
1419.0,67.0,3/29/2021,4/6/2021
1420.0,156.0,6/1/2019,6/11/2019
1421.0,169.0,8/23/2023,9/2/2023
1422.0,220.0,6/21/2020,7/3/2020
1423.0,426.0,10/12/2021,10/17/2021
1425.0,188.0,7/31/2023,8/3/2023
1426.0,178.0,1/14/2020,1/24/2020
1428.0,320.0,9/26/2022,10/3/2022
1429.0,232.0,3/24/2021,4/3/2021
1431.0,241.0,2/5/2022,2/16/2022
1432.0,231.0,3/14/2019,3/27/2019
1433.0,447.0,3/4/2019,3/14/2019
1434.0,212.0,8/16/2020,8/23/2020
1435.0,105.0,2/5/2023,2/17/2023
1436.0,19.0,10/30/2021,11/12/2021
1437.0,17.0,7/13/2020,7/21/2020
1438.0,350.0,7/4/2022,7/8/2022
1440.0,299.0,12/28/2021,1/6/2022
1441.0,63.0,10/24/2019,11/1/2019
1442.0,11.0,4/1/2021,4/6/2021
1444.0,203.0,4/10/2019,4/16/2019
1446.0,169.0,12/20/2022,1/3/2023
1447.0,443.0,1/15/2024,1/26/2024
1448.0,292.0,11/13/2019,11/26/2019
1449.0,94.0,10/17/2019,10/20/2019
1450.0,362.0,8/18/2021,8/26/2021
1451.0,76.0,11/19/2022,12/2/2022
1452.0,305.0,9/12/2023,9/16/2023
1453.0,219.0,9/22/2022,9/28/2022
1454.0,242.0,5/11/2023,5/24/2023
1455.0,101.0,10/28/2020,11/9/2020
1456.0,251.0,7/31/2020,8/12/2020
1458.0,173.0,12/14/2020,12/28/2020
1460.0,331.0,8/18/2023,8/27/2023
1461.0,274.0,10/5/2020,10/10/2020
1462.0,162.0,12/23/2019,1/5/2020
1463.0,358.0,11/5/2020,11/12/2020
1465.0,42.0,10/24/2019,11/1/2019
1466.0,101.0,9/11/2020,9/18/2020
1467.0,241.0,9/4/2020,9/18/2020
1468.0,64.0,1/17/2021,1/27/2021
1470.0,319.0,2/3/2024,2/10/2024
1471.0,357.0,11/24/2022,12/7/2022
1472.0,134.0,11/5/2021,11/17/2021
1473.0,277.0,4/1/2023,4/13/2023
1474.0,385.0,1/13/2023,1/26/2023
1475.0,375.0,4/5/2022,4/8/2022
1476.0,131.0,10/20/2023,10/29/2023
1477.0,105.0,5/7/2021,5/15/2021
1478.0,348.0,5/26/2019,6/4/2019
1479.0,230.0,11/11/2019,11/20/2019
1481.0,399.0,7/1/2023,7/5/2023
1482.0,20.0,12/22/2020,1/2/2021
1483.0,128.0,7/31/2023,8/3/2023
1484.0,430.0,5/12/2023,5/22/2023
1485.0,125.0,1/15/2024,1/19/2024
1486.0,42.0,3/30/2019,4/10/2019
1487.0,220.0,8/25/2020,9/1/2020
1488.0,66.0,4/14/2019,4/27/2019
1489.0,387.0,2/1/2022,2/6/2022
1490.0,429.0,11/11/2022,11/19/2022
1491.0,117.0,7/4/2019,7/10/2019
1492.0,322.0,11/11/2022,11/19/2022
1494.0,131.0,5/5/2020,5/15/2020
1495.0,356.0,3/10/2022,3/15/2022
1497.0,153.0,9/16/2021,9/19/2021
1498.0,259.0,1/18/2023,2/1/2023
1499.0,1.0,9/24/2020,10/6/2020
1500.0,138.0,1/7/2021,1/12/2021
1501.0,389.0,10/3/2020,10/15/2020
1503.0,288.0,5/25/2020,5/30/2020
1504.0,432.0,12/25/2022,1/2/2023
1505.0,351.0,3/4/2023,3/18/2023
1507.0,246.0,3/13/2021,3/17/2021
1509.0,77.0,9/5/2022,9/12/2022
1510.0,107.0,4/24/2022,5/2/2022
1511.0,414.0,7/2/2019,7/16/2019
1514.0,20.0,7/29/2023,8/12/2023
1516.0,158.0,4/10/2019,4/16/2019
1517.0,15.0,6/6/2020,6/15/2020
1518.0,52.0,6/4/2021,6/11/2021
1519.0,350.0,1/29/2023,2/2/2023
1520.0,48.0,12/6/2022,12/11/2022
1522.0,190.0,5/15/2020,5/19/2020
1525.0,258.0,9/3/2022,9/12/2022
1526.0,270.0,11/7/2019,11/16/2019
1527.0,73.0,10/22/2023,11/5/2023
1528.0,450.0,9/1/2020,9/15/2020
