ruid,rid,start_date,end_date
806,147,6/26/2023,7/3/2023
807,447,5/26/2019,
808,442,2/26/2021,
809,253,3/13/2021,3/18/2021
810,276,4/13/2023,4/21/2023
811,230,5/30/2023,6/9/2023
812,21,6/25/2019,7/2/2019
813,39,12/11/2022,12/18/2022
814,,3/26/2020,4/9/2020
815,118,7/24/2023,8/7/2023
816,379,8/25/2020,9/1/2020
817,372,12/5/2023,12/11/2023
818,26,11/27/2022,12/11/2022
819,138,2/16/2019,2/26/2019
820,442,12/23/2019,1/5/2020
821,4,9/11/2020,9/18/2020
822,440,7/29/2020,8/10/2020
823,290,6/12/2022,6/16/2022
824,418,1/2/2020,1/13/2020
825,431,5/18/2021,5/25/2021
826,365,8/27/2021,9/1/2021
827,380,10/12/2021,10/18/2021
828,54,6/11/2019,6/23/2019
829,189,2/20/2019,2/23/2019
830,75,6/3/2019,6/14/2019
831,200,6/15/2022,6/24/2022
832,225,,10/4/2020
833,214,2/2/2019,2/7/2019
834,366,9/13/2022,9/19/2022
835,262,2/27/2021,3/6/2021
836,42,8/30/2020,9/10/2020
837,303,12/21/2019,1/4/2020
838,358,7/16/2020,7/28/2020
839,192,6/16/2023,6/22/2023
840,8,,9/16/2023
841,275,12/13/2023,12/23/2023
842,425,3/24/2019,4/3/2019
843,104,9/30/2023,10/12/2023
844,138,10/15/2021,10/28/2021
845,239,5/25/2023,6/1/2023
846,434,2/17/2022,2/22/2022
847,305,12/27/2019,1/10/2020
848,312,9/17/2021,9/29/2021
849,23,8/10/2019,8/22/2019
850,408,7/10/2020,7/23/2020
851,342,6/29/2021,7/10/2021
852,365,10/27/2019,
853,34,10/29/2022,11/8/2022
854,55,7/15/2023,7/18/2023
855,367,3/10/2020,
856,310,2/20/2020,3/2/2020
857,445,4/5/2021,4/10/2021
858,49,11/27/2023,
859,268,7/21/2022,7/24/2022
860,132,1/24/2021,2/3/2021
861,336,1/19/2020,2/1/2020
862,318,7/28/2020,8/2/2020
863,92,9/21/2022,10/4/2022
864,290,5/4/2023,5/16/2023
865,288,9/7/2023,9/13/2023
866,196,9/17/2019,9/26/2019
867,81,2/5/2024,2/16/2024
868,401,6/19/2020,7/3/2020
869,276,12/18/2021,12/23/2021
870,220,9/3/2019,
871,349,7/17/2021,7/27/2021
872,123,,2/27/2022
873,207,10/22/2021,10/26/2021
874,296,,11/25/2021
875,54,9/15/2021,9/19/2021
876,247,5/22/2019,5/25/2019
877,214,4/14/2019,4/24/2019
878,360,1/22/2023,
879,257,10/11/2023,10/19/2023
880,83,5/26/2019,6/4/2019
881,82,11/24/2022,12/7/2022
882,55,3/29/2022,4/1/2022
883,415,2/1/2022,2/9/2022
884,179,5/30/2021,6/12/2021
885,267,7/6/2020,7/12/2020
886,192,9/4/2020,9/9/2020
887,368,5/11/2023,5/25/2023
888,416,10/5/2022,10/11/2022
889,325,6/10/2021,6/13/2021
890,81,2/6/2019,2/9/2019
891,280,6/19/2020,7/3/2020
,352,12/26/2022,1/7/2023
893,,2/26/2023,3/12/2023
894,224,5/4/2021,5/18/2021
895,77,12/18/2021,12/23/2021
896,39,4/7/2023,4/13/2023
897,67,2/10/2023,2/19/2023
898,14,7/12/2020,7/23/2020
899,206,5/3/2022,5/17/2022
900,433,6/7/2019,6/13/2019
901,402,6/27/2022,7/7/2022
902,56,6/26/2019,7/8/2019
903,1,8/13/2019,8/26/2019
904,433,4/14/2019,4/24/2019
905,359,9/27/2021,10/10/2021
906,147,7/29/2019,8/3/2019
907,104,5/13/2023,5/19/2023
908,365,2/18/2022,2/21/2022
909,329,9/3/2019,9/9/2019
910,241,7/11/2021,7/22/2021
911,308,3/14/2021,3/25/2021
912,258,3/14/2019,3/27/2019
913,1,2/22/2020,3/7/2020
914,22,2/9/2019,2/14/2019
915,269,5/16/2019,5/30/2019
916,69,8/12/2021,8/19/2021
917,90,4/8/2020,4/20/2020
918,64,3/13/2021,3/17/2021
919,78,5/10/2019,5/24/2019
920,68,5/4/2022,5/12/2022
,371,4/30/2023,5/8/2023
922,,9/23/2021,10/7/2021
923,73,2/14/2019,2/26/2019
924,346,7/31/2019,8/8/2019
925,76,6/1/2023,6/5/2023
926,351,10/12/2020,10/16/2020
927,312,6/7/2022,6/20/2022
928,44,11/25/2020,12/9/2020
929,157,12/26/2022,1/7/2023
930,356,12/17/2023,12/25/2023
931,129,4/4/2020,4/12/2020
932,31,1/1/2022,1/11/2022
933,229,1/30/2022,2/3/2022
934,255,7/31/2020,8/3/2020
935,245,11/21/2022,11/24/2022
936,342,12/20/2022,12/27/2022
937,372,9/5/2022,9/12/2022
938,68,11/27/2022,12/11/2022
939,431,9/6/2023,9/17/2023
940,47,11/30/2020,12/9/2020
941,9,1/22/2021,1/28/2021
942,63,6/13/2019,6/26/2019
943,140,11/20/2020,12/4/2020
944,217,9/11/2021,9/24/2021
945,64,8/25/2021,8/28/2021
946,119,12/16/2023,12/20/2023
947,361,6/21/2021,6/25/2021
948,443,1/30/2024,2/11/2024
949,190,12/27/2021,1/3/2022
950,400,1/7/2021,1/21/2021
951,88,3/30/2019,4/10/2019
952,203,6/27/2022,7/7/2022
953,244,1/14/2023,1/26/2023
954,251,9/16/2023,9/21/2023
955,294,6/18/2020,7/2/2020
956,107,3/27/2021,4/8/2021
957,5,2/3/2024,2/15/2024
958,211,6/3/2021,6/17/2021
959,,1/21/2024,1/30/2024
960,404,12/9/2022,12/20/2022
961,323,9/17/2023,9/20/2023
962,227,11/27/2021,12/11/2021
963,207,8/12/2022,8/23/2022
964,66,10/4/2020,10/8/2020
965,405,12/3/2022,12/12/2022
966,422,7/5/2020,7/9/2020
967,285,1/7/2021,1/12/2021
968,171,4/3/2022,4/13/2022
969,124,9/4/2023,9/18/2023
970,326,9/16/2021,9/26/2021
971,206,1/20/2022,1/28/2022
972,62,10/1/2019,10/9/2019
973,314,8/11/2022,8/18/2022
974,43,4/22/2021,5/5/2021
975,441,3/11/2021,3/23/2021
,156,9/5/2019,9/18/2019
977,347,10/30/2019,11/12/2019
978,112,5/16/2019,5/28/2019
,427,8/14/2021,8/24/2021
980,403,10/27/2022,11/9/2022
981,2,6/3/2019,6/14/2019
982,186,5/13/2019,
983,372,9/22/2021,9/28/2021
984,50,4/11/2022,4/16/2022
985,182,7/29/2020,8/10/2020
986,78,4/13/2020,4/20/2020
987,175,1/14/2020,1/24/2020
988,280,9/16/2023,9/20/2023
989,123,9/10/2021,9/13/2021
990,289,11/10/2020,11/17/2020
991,15,11/26/2022,12/1/2022
992,129,2/18/2021,2/22/2021
993,166,7/29/2020,8/10/2020
994,218,12/31/2021,1/13/2022
995,,4/24/2022,5/2/2022
996,399,2/26/2022,3/5/2022
997,109,5/25/2020,6/1/2020
998,242,12/27/2019,1/10/2020
999,263,5/2/2022,5/10/2022
1000,330,5/19/2019,6/1/2019
1001,408,2/11/2023,2/22/2023
1002,269,2/4/2024,2/13/2024
1003,325,8/6/2020,8/13/2020
1004,399,,4/20/2020
1005,270,7/13/2023,7/24/2023
1006,69,,12/9/2020
1007,214,6/14/2021,6/27/2021
1008,183,5/12/2021,5/16/2021
1009,209,7/22/2021,7/25/2021
1010,33,6/26/2020,7/7/2020
1011,115,2/9/2020,2/15/2020
1012,56,11/27/2023,12/11/2023
1013,276,1/2/2020,1/16/2020
1014,410,10/9/2019,10/12/2019
1015,393,4/28/2020,5/3/2020
,323,10/17/2021,10/20/2021
1017,256,12/21/2019,12/24/2019
1018,380,7/4/2019,7/10/2019
1019,248,2/6/2019,2/9/2019
1020,338,10/8/2022,10/16/2022
1021,93,9/3/2023,9/7/2023
1022,49,9/10/2022,9/20/2022
1023,112,1/7/2024,1/14/2024
1024,230,10/30/2021,11/11/2021
1025,245,6/16/2021,6/22/2021
1026,54,2/1/2020,2/5/2020
1027,271,5/9/2021,5/21/2021
1028,222,5/5/2021,5/17/2021
1029,18,9/25/2022,10/2/2022
1030,191,5/13/2019,5/25/2019
1031,177,12/29/2020,
1032,136,4/1/2019,4/13/2019
1033,377,9/5/2021,9/14/2021
1034,126,6/9/2022,6/22/2022
1035,65,6/9/2023,6/19/2023
1036,184,11/10/2020,11/18/2020
1037,52,7/31/2019,8/8/2019
1038,66,1/5/2019,1/14/2019
1039,10,7/18/2019,7/22/2019
1040,437,12/29/2020,1/9/2021
1041,12,5/3/2020,5/12/2020
,347,12/17/2023,12/25/2023
1043,344,3/29/2022,4/5/2022
1044,46,12/21/2019,
1045,132,2/7/2021,2/12/2021
1046,162,4/5/2022,
1047,160,3/12/2021,3/15/2021
1048,213,10/20/2023,11/2/2023
1049,271,1/3/2020,1/16/2020
,384,12/9/2022,12/17/2022
1051,,1/11/2019,1/16/2019
1052,69,11/27/2021,
1053,245,,5/19/2023
1054,402,2/21/2022,3/2/2022
1055,158,1/21/2024,1/30/2024
1056,175,3/3/2019,
1057,165,11/3/2020,11/15/2020
,115,7/2/2019,7/16/2019
1059,166,4/1/2023,4/13/2023
1060,221,1/15/2019,1/22/2019
1061,340,2/26/2023,3/2/2023
1062,434,4/23/2022,5/3/2022
1063,105,7/8/2020,7/14/2020
1064,331,11/15/2020,11/29/2020
1065,241,7/28/2020,8/8/2020
,41,7/16/2023,7/21/2023
1067,212,6/27/2022,7/7/2022
1068,154,10/29/2019,11/12/2019
1069,259,7/15/2020,7/29/2020
1070,104,8/27/2021,9/1/2021
1071,341,11/19/2020,11/23/2020
1072,418,11/11/2023,11/15/2023
1073,296,8/28/2023,9/9/2023
1074,248,,4/6/2021
1075,413,10/22/2021,10/26/2021
1076,33,2/26/2023,3/12/2023
1077,207,9/3/2021,9/11/2021
1078,400,,12/19/2021
1079,301,10/30/2023,11/11/2023
1080,15,6/10/2021,6/16/2021
1081,341,9/17/2023,9/20/2023
1082,149,4/17/2021,4/20/2021
,424,7/18/2022,7/31/2022
1084,,9/20/2021,10/2/2021
1085,311,12/11/2020,12/15/2020
1086,403,2/25/2020,3/6/2020
1087,428,8/25/2020,9/1/2020
,99,8/30/2021,9/8/2021
1089,,2/14/2020,2/19/2020
1090,108,9/24/2020,10/6/2020
1091,70,3/26/2022,4/1/2022
1092,245,3/21/2022,3/31/2022
1093,59,,1/16/2020
1094,,3/31/2019,4/12/2019
1095,349,10/5/2019,10/16/2019
1096,177,1/3/2024,1/11/2024
1097,176,2/3/2020,2/6/2020
1098,168,6/26/2020,7/7/2020
1099,37,3/12/2021,3/15/2021
1100,98,6/9/2023,6/19/2023
1101,150,11/7/2021,11/10/2021
1102,265,4/4/2020,4/12/2020
1103,148,2/23/2023,3/5/2023
1104,147,7/22/2019,7/27/2019
1105,299,12/9/2020,12/21/2020
1106,450,1/14/2020,1/17/2020
1107,244,5/25/2019,6/7/2019
1108,55,9/6/2023,9/17/2023
1109,87,12/25/2021,1/2/2022
1110,340,3/15/2020,3/28/2020
1111,307,10/19/2020,11/1/2020
1112,,7/29/2020,8/10/2020
1113,275,6/21/2021,6/25/2021
1114,133,4/27/2022,5/11/2022
1115,371,3/17/2022,3/28/2022
1116,318,6/10/2021,6/16/2021
1117,171,5/23/2020,6/4/2020
,375,11/23/2023,12/3/2023
1119,92,3/18/2023,3/22/2023
1120,356,11/10/2020,11/18/2020
1121,180,8/15/2021,8/23/2021
1122,174,7/1/2019,7/11/2019
1123,,8/26/2020,9/6/2020
1124,134,7/31/2023,8/3/2023
1125,431,3/13/2021,3/18/2021
1126,29,2/15/2019,2/23/2019
1127,39,3/20/2023,
1128,72,7/5/2019,7/19/2019
1129,267,8/6/2020,8/13/2020
1130,447,6/8/2021,6/14/2021
1131,442,5/25/2022,6/5/2022
1132,373,1/19/2022,1/24/2022
1133,272,3/18/2021,3/29/2021
1134,355,9/24/2021,
1135,309,2/2/2022,2/7/2022
1136,408,8/23/2022,8/28/2022
1137,163,10/26/2023,11/4/2023
1138,195,8/4/2021,8/10/2021
1139,377,10/9/2019,10/22/2019
1140,80,,6/16/2021
1141,235,2/12/2022,2/18/2022
1142,285,10/12/2021,10/20/2021
1143,116,10/18/2019,10/29/2019
1144,324,8/2/2020,8/5/2020
1145,62,12/20/2022,12/27/2022
1146,125,1/29/2020,2/8/2020
1147,104,10/2/2019,10/8/2019
1148,287,5/25/2020,6/1/2020
1149,161,8/30/2021,9/8/2021
1150,417,3/26/2020,4/9/2020
1151,315,12/1/2022,12/13/2022
1152,121,7/4/2022,7/18/2022
1153,400,12/24/2019,1/1/2020
1154,36,6/8/2021,6/18/2021
1155,348,,7/19/2023
1156,316,2/14/2022,2/19/2022
1157,365,8/18/2019,8/31/2019
1158,63,,12/27/2020
1159,131,11/12/2023,11/26/2023
1160,86,1/30/2023,2/13/2023
1161,169,4/19/2021,4/22/2021
1162,194,3/3/2023,
,239,4/24/2022,5/2/2022
1164,361,2/22/2022,2/27/2022
1165,425,3/14/2020,3/24/2020
1166,243,8/8/2022,8/15/2022
1167,12,2/25/2022,3/4/2022
1168,368,7/8/2022,7/12/2022
1169,431,5/25/2022,6/5/2022
1170,384,7/4/2022,7/8/2022
1171,310,3/20/2022,4/1/2022
1172,154,8/25/2020,9/1/2020
1173,364,2/3/2019,2/16/2019
1174,214,,6/17/2019
1175,,10/22/2019,10/26/2019
1176,59,3/19/2022,3/31/2022
1177,172,5/18/2021,6/1/2021
1178,153,6/3/2019,6/14/2019
,121,12/22/2022,12/29/2022
1180,84,2/2/2019,2/9/2019
1181,30,5/31/2023,6/14/2023
1182,133,9/23/2021,
1183,247,1/15/2024,1/19/2024
1184,238,,4/5/2023
1185,66,7/23/2020,7/29/2020
1186,435,1/25/2023,1/30/2023
1187,294,10/9/2019,10/22/2019
1188,397,7/31/2023,8/8/2023
1189,5,11/18/2021,12/2/2021
,126,9/22/2020,9/26/2020
1191,412,4/19/2022,4/28/2022
1192,286,8/23/2021,
1193,238,3/13/2021,3/17/2021
1194,102,11/5/2023,11/17/2023
1195,316,10/14/2023,10/25/2023
1196,,8/12/2022,8/23/2022
1197,153,7/19/2020,7/29/2020
1198,217,12/25/2022,1/2/2023
1199,183,2/21/2022,3/2/2022
1200,143,7/24/2019,8/6/2019
1201,381,2/26/2023,3/11/2023
1202,448,,7/18/2023
1203,314,,10/11/2022
1204,397,11/19/2021,12/3/2021
,77,1/12/2022,1/24/2022
1206,50,8/8/2023,8/11/2023
1207,310,5/1/2020,5/14/2020
1208,115,6/10/2020,6/17/2020
1209,24,6/6/2020,6/15/2020
1210,56,5/20/2023,5/29/2023
1211,229,8/30/2020,9/10/2020
1212,266,5/5/2023,5/9/2023
1213,364,4/17/2021,5/1/2021
1214,134,1/16/2019,1/23/2019
1215,372,2/12/2022,2/17/2022
1216,347,9/15/2019,9/25/2019
1217,365,7/20/2021,7/24/2021
1218,,6/22/2023,6/29/2023
1219,397,8/11/2021,8/24/2021
1220,259,4/13/2023,4/20/2023
1221,130,5/4/2022,5/18/2022
1222,344,9/5/2021,9/11/2021
1223,62,8/15/2021,8/23/2021
1224,241,8/2/2021,8/16/2021
1225,229,5/13/2019,5/25/2019
1226,354,9/9/2020,9/19/2020
1227,137,2/22/2020,3/7/2020
1228,254,1/1/2023,
1229,134,3/7/2022,3/10/2022
1230,323,3/31/2020,4/3/2020
1231,141,11/29/2019,12/8/2019
1232,421,6/21/2022,6/29/2022
1233,12,11/25/2020,12/9/2020
1234,133,10/1/2019,10/6/2019
1235,,12/9/2022,12/20/2022
1236,239,9/21/2019,9/24/2019
1237,5,11/7/2022,11/14/2022
1238,117,1/17/2021,1/27/2021
1239,32,4/1/2021,4/6/2021
1240,337,3/29/2023,4/2/2023
1241,148,5/16/2021,5/23/2021
1242,97,8/3/2023,8/8/2023
1243,226,,5/1/2019
1244,30,4/1/2021,4/6/2021
1245,274,1/3/2020,1/16/2020
1246,68,12/15/2023,12/22/2023
1247,30,3/22/2021,3/31/2021
1248,243,11/10/2020,11/17/2020
1249,342,6/13/2020,6/27/2020
1250,400,8/7/2022,8/21/2022
1251,147,4/25/2023,5/8/2023
1252,387,2/20/2020,3/2/2020
1253,58,3/10/2022,3/15/2022
1254,69,5/1/2020,5/14/2020
1255,56,2/9/2020,2/15/2020
1256,374,11/3/2021,11/6/2021
1257,350,4/22/2019,4/26/2019
1258,183,11/28/2023,12/4/2023
1259,184,9/13/2022,9/25/2022
1260,271,9/23/2021,10/7/2021
1261,215,10/20/2023,10/29/2023
1262,128,3/8/2022,3/14/2022
1263,6,2/5/2022,2/16/2022
1264,429,6/24/2021,7/7/2021
1265,56,5/12/2019,5/22/2019
1266,5,5/4/2022,5/12/2022
1267,153,1/15/2024,1/19/2024
1268,362,9/5/2022,9/12/2022
1269,389,8/17/2023,8/27/2023
1270,322,7/14/2020,7/26/2020
1271,343,11/27/2021,12/11/2021
1272,421,4/17/2019,4/24/2019
1273,,1/3/2021,1/10/2021
,396,11/24/2022,12/7/2022
1275,310,,2/17/2022
1276,69,9/17/2023,9/20/2023
1277,247,11/6/2022,11/13/2022
1278,387,8/27/2021,9/1/2021
1279,65,3/29/2022,4/5/2022
,131,10/18/2023,10/23/2023
1281,88,,11/4/2022
1282,157,6/30/2022,7/5/2022
1283,248,1/16/2019,1/25/2019
1284,402,6/21/2019,6/27/2019
1285,225,5/13/2021,5/27/2021
1286,428,3/23/2021,4/2/2021
1287,330,5/15/2023,5/28/2023
1288,87,1/18/2023,2/1/2023
1289,264,7/28/2023,8/2/2023
,257,10/17/2020,10/30/2020
1291,20,6/20/2021,7/3/2021
1292,113,5/13/2023,5/19/2023
1293,,7/16/2021,7/30/2021
1294,11,2/5/2021,2/11/2021
1295,227,1/29/2023,2/1/2023
1296,331,11/8/2022,11/21/2022
1297,130,4/24/2023,
1298,246,10/3/2020,10/15/2020
1299,7,,6/13/2022
1300,358,4/24/2022,5/2/2022
1301,271,11/7/2021,11/19/2021
1302,10,11/4/2020,11/16/2020
1303,361,5/12/2023,5/22/2023
1304,330,9/11/2019,9/19/2019
1305,44,4/5/2022,4/8/2022
1306,443,9/17/2019,9/26/2019
1307,37,8/21/2021,9/3/2021
1308,,5/28/2019,6/9/2019
1309,,11/17/2019,11/20/2019
1310,212,10/29/2019,11/12/2019
1311,122,5/16/2021,5/30/2021
1312,371,7/2/2019,7/16/2019
1313,105,7/18/2023,7/21/2023
1314,,3/5/2022,3/17/2022
1315,350,3/5/2022,3/17/2022
1316,,3/30/2021,4/6/2021
1317,124,2/18/2022,2/21/2022
1318,3,4/27/2022,5/11/2022
1319,415,10/21/2020,10/24/2020
1320,10,,5/29/2022
1321,316,3/16/2020,3/27/2020
1322,83,2/15/2021,2/26/2021
1323,333,5/4/2021,5/18/2021
1324,175,11/5/2021,11/10/2021
1325,343,11/4/2022,11/11/2022
1326,43,4/23/2020,4/28/2020
1327,12,11/14/2019,11/17/2019
1328,271,1/13/2023,1/26/2023
1329,233,,6/4/2021
1330,80,2/23/2020,2/27/2020
,388,8/25/2021,8/28/2021
1332,123,10/26/2019,10/29/2019
1333,165,12/6/2021,12/10/2021
1334,221,,1/26/2023
1335,113,3/7/2021,3/18/2021
1336,14,12/15/2023,12/22/2023
1337,324,9/7/2022,
1338,111,7/28/2020,8/8/2020
1339,181,5/31/2021,6/10/2021
1340,406,6/27/2022,7/7/2022
1341,320,9/6/2019,9/14/2019
1342,129,9/16/2023,9/20/2023
1343,199,7/10/2021,7/13/2021
1344,284,1/12/2020,
1345,252,,2/5/2019
1346,232,12/20/2021,1/2/2022
1347,435,11/13/2023,11/16/2023
1348,257,9/17/2019,9/26/2019
1349,,2/28/2022,3/10/2022
1350,101,12/31/2021,1/4/2022
1351,172,1/30/2020,2/5/2020
1352,136,12/8/2021,12/16/2021
1353,340,3/22/2021,3/31/2021
,340,7/15/2019,7/26/2019
1355,396,4/7/2022,4/14/2022
1356,431,11/7/2021,11/10/2021
1357,273,10/30/2020,11/7/2020
1358,423,11/5/2021,11/10/2021
1359,145,11/23/2022,
1360,277,9/10/2019,9/24/2019
1361,104,8/13/2023,8/24/2023
1362,45,3/26/2021,4/5/2021
1363,414,10/14/2023,10/28/2023
1364,187,12/24/2021,12/29/2021
1365,203,10/10/2020,10/13/2020
1366,403,9/11/2022,9/14/2022
1367,123,10/28/2019,11/7/2019
1368,298,1/19/2022,1/24/2022
1369,412,1/28/2021,2/5/2021
,151,9/13/2022,9/25/2022
1371,408,6/4/2023,6/16/2023
1372,176,7/21/2022,7/24/2022
1373,396,2/4/2019,2/16/2019
1374,,2/4/2019,2/10/2019
1375,7,10/5/2023,10/12/2023
1376,324,1/19/2022,1/29/2022
1377,321,8/17/2023,8/22/2023
1378,59,4/27/2022,5/11/2022
1379,202,4/1/2019,4/5/2019
1380,195,7/8/2022,7/12/2022
,172,9/6/2023,9/17/2023
,253,10/11/2019,10/24/2019
1383,,4/19/2022,4/28/2022
1384,267,1/1/2024,1/4/2024
1385,277,9/17/2021,9/29/2021
1386,227,3/24/2019,4/3/2019
1387,424,2/25/2021,3/5/2021
1388,336,12/16/2020,12/29/2020
,26,2/19/2021,2/25/2021
1390,184,1/15/2023,1/21/2023
1391,111,3/15/2022,3/28/2022
1392,124,6/16/2023,6/22/2023
1393,76,1/29/2024,2/12/2024
1394,119,12/26/2019,12/29/2019
1395,196,10/28/2020,11/6/2020
1396,63,5/15/2023,5/28/2023
1397,143,10/19/2019,10/24/2019
1398,9,2/13/2022,2/20/2022
1399,128,1/22/2023,2/4/2023
1400,141,,1/5/2023
1401,27,12/5/2023,
1402,360,5/5/2020,5/15/2020
1403,84,9/10/2022,9/20/2022
1404,286,12/1/2020,12/8/2020
,441,1/27/2019,2/4/2019
1406,140,8/23/2023,9/2/2023
1407,264,,3/2/2022
1408,,2/23/2020,3/4/2020
1409,383,6/14/2022,6/28/2022
1410,102,12/29/2020,1/5/2021
1411,75,6/3/2019,6/14/2019
1412,335,9/11/2019,9/19/2019
1413,324,,7/28/2020
1414,427,2/26/2023,3/12/2023
1415,276,9/9/2020,9/14/2020
1416,424,10/5/2023,
1417,244,8/13/2019,8/26/2019
1418,421,2/8/2023,2/15/2023
1419,67,3/29/2021,4/6/2021
1420,156,6/1/2019,6/11/2019
1421,169,8/23/2023,9/2/2023
1422,220,6/21/2020,7/3/2020
1423,426,10/12/2021,10/17/2021
1424,,4/10/2019,4/16/2019
1425,188,7/31/2023,8/3/2023
1426,178,1/14/2020,1/24/2020
,266,4/14/2019,4/27/2019
1428,320,9/26/2022,10/3/2022
1429,232,3/24/2021,4/3/2021
1430,57,5/25/2023,
1431,241,2/5/2022,2/16/2022
1432,231,3/14/2019,3/27/2019
1433,447,3/4/2019,3/14/2019
1434,212,8/16/2020,8/23/2020
1435,105,2/5/2023,2/17/2023
1436,19,10/30/2021,11/12/2021
1437,17,7/13/2020,7/21/2020
1438,350,7/4/2022,7/8/2022
,271,1/29/2024,2/6/2024
1440,299,12/28/2021,1/6/2022
1441,63,10/24/2019,11/1/2019
1442,11,4/1/2021,4/6/2021
1443,389,3/10/2022,
1444,203,4/10/2019,4/16/2019
1445,426,,1/4/2023
1446,169,12/20/2022,1/3/2023
1447,443,1/15/2024,1/26/2024
1448,292,11/13/2019,11/26/2019
1449,94,10/17/2019,10/20/2019
1450,362,8/18/2021,8/26/2021
1451,76,11/19/2022,12/2/2022
1452,305,9/12/2023,9/16/2023
1453,219,9/22/2022,9/28/2022
1454,242,5/11/2023,5/24/2023
1455,101,10/28/2020,11/9/2020
1456,251,7/31/2020,8/12/2020
1457,217,,3/14/2023
1458,173,12/14/2020,12/28/2020
,350,10/2/2021,10/8/2021
1460,331,8/18/2023,8/27/2023
1461,274,10/5/2020,10/10/2020
1462,162,12/23/2019,1/5/2020
1463,358,11/5/2020,11/12/2020
,114,10/24/2019,11/1/2019
1465,42,10/24/2019,11/1/2019
1466,101,9/11/2020,9/18/2020
1467,241,9/4/2020,9/18/2020
1468,64,1/17/2021,1/27/2021
1469,426,5/26/2021,
1470,319,2/3/2024,2/10/2024
1471,357,11/24/2022,12/7/2022
1472,134,11/5/2021,11/17/2021
1473,277,4/1/2023,4/13/2023
1474,385,1/13/2023,1/26/2023
1475,375,4/5/2022,4/8/2022
1476,131,10/20/2023,10/29/2023
1477,105,5/7/2021,5/15/2021
1478,348,5/26/2019,6/4/2019
1479,230,11/11/2019,11/20/2019
1480,,1/4/2024,1/11/2024
1481,399,7/1/2023,7/5/2023
1482,20,12/22/2020,1/2/2021
1483,128,7/31/2023,8/3/2023
1484,430,5/12/2023,5/22/2023
1485,125,1/15/2024,1/19/2024
1486,42,3/30/2019,4/10/2019
1487,220,8/25/2020,9/1/2020
1488,66,4/14/2019,4/27/2019
1489,387,2/1/2022,2/6/2022
1490,429,11/11/2022,11/19/2022
1491,117,7/4/2019,7/10/2019
1492,322,11/11/2022,11/19/2022
1493,383,,1/21/2021
1494,131,5/5/2020,5/15/2020
1495,356,3/10/2022,3/15/2022
1496,,4/7/2023,4/13/2023
1497,153,9/16/2021,9/19/2021
1498,259,1/18/2023,2/1/2023
1499,1,9/24/2020,10/6/2020
1500,138,1/7/2021,1/12/2021
1501,389,10/3/2020,10/15/2020
1502,14,,10/4/2023
1503,288,5/25/2020,5/30/2020
1504,432,12/25/2022,1/2/2023
1505,351,3/4/2023,3/18/2023
1506,,11/9/2019,11/15/2019
1507,246,3/13/2021,3/17/2021
1508,266,2/18/2020,
1509,77,9/5/2022,9/12/2022
1510,107,4/24/2022,5/2/2022
1511,414,7/2/2019,7/16/2019
1512,157,3/9/2022,
1513,416,,9/23/2021
1514,20,7/29/2023,8/12/2023
1515,264,,3/2/2023
1516,158,4/10/2019,4/16/2019
1517,15,6/6/2020,6/15/2020
1518,52,6/4/2021,6/11/2021
1519,350,1/29/2023,2/2/2023
1520,48,12/6/2022,12/11/2022
1521,102,,3/18/2020
1522,190,5/15/2020,5/19/2020
1523,2,,10/12/2023
,142,4/30/2019,5/12/2019
1525,258,9/3/2022,9/12/2022
1526,270,11/7/2019,11/16/2019
1527,73,10/22/2023,11/5/2023
1528,450,9/1/2020,9/15/2020
1529,2,4/7/2023,4/13/2023
1530,225,11/14/2023,11/21/2023
1531,164,11/9/2022,11/20/2022
1532,6,10/25/2021,10/31/2021
1533,424,8/5/2019,8/14/2019
1534,410,11/4/2023,11/7/2023
1535,131,2/17/2021,2/20/2021
1536,212,5/14/2022,5/27/2022
1537,81,10/30/2023,11/11/2023
1538,131,12/21/2019,1/2/2020
,363,10/19/2019,10/22/2019
1540,282,10/20/2023,11/2/2023
1541,370,5/6/2020,5/20/2020
1542,34,11/2/2020,11/8/2020
1543,103,2/14/2022,2/19/2022
1544,361,5/25/2020,5/30/2020
1545,303,9/30/2023,10/12/2023
1546,256,8/28/2023,9/9/2023
1547,20,12/23/2019,1/5/2020
1548,120,4/17/2021,4/20/2021
1549,51,9/24/2023,9/28/2023
1550,187,9/19/2021,9/25/2021
1551,217,2/16/2021,3/1/2021
1552,140,3/29/2022,4/5/2022
1553,345,7/16/2021,7/30/2021
1554,56,10/6/2019,10/17/2019
1555,138,5/30/2023,6/7/2023
1556,134,8/23/2021,9/5/2021
1557,290,2/26/2023,3/2/2023
1558,112,10/12/2021,10/18/2021
1559,24,10/13/2019,10/19/2019
1560,5,2/25/2021,3/5/2021
1561,37,1/4/2024,1/11/2024
1562,34,,1/9/2020
1563,239,6/5/2022,6/14/2022
1564,394,3/26/2022,4/5/2022
1565,80,6/10/2020,6/17/2020
1566,256,2/9/2022,2/20/2022
1567,43,4/26/2023,5/4/2023
1568,153,8/2/2022,8/8/2022
1569,424,2/3/2020,2/17/2020
1570,103,10/5/2021,10/15/2021
1571,285,11/13/2023,11/27/2023
1572,419,11/28/2023,12/4/2023
1573,414,8/16/2019,8/27/2019
1574,89,11/22/2020,11/27/2020
1575,96,6/3/2021,6/17/2021
1576,299,7/24/2019,8/6/2019
1577,33,7/31/2022,8/11/2022
